,datetime,tempmin,temp,tempmax
0,2024-12-09,2.7,5.7,7.8
1,2024-12-10,0.0,1.6,6.7
2,2024-12-11,3.3,9.6,16.2
3,2024-12-12,-1.2,4.2,12.3
4,2024-12-13,-3.4,-1.4,0.7
5,2024-12-14,-5.1,-2.2,1.7
6,2024-12-15,-6.3,-1.7,1.7
7,2024-12-16,0.6,3.8,6.2
